X_ER,X_ER membrane,X_ER membrane-associated,ERGIC,Golgi,Golgi membrane,Golgi membrane-associated,Cis Golgi,Trans Golgi,Lysosome,Mitochondria,Plasma Membrane,Endosome,Peroxisome,Nucleus,Cytosol,ER,ER Lumen,ER high curvature ,ER high sheet,ER Membrane,ER Membrane-associated,ER Receptors
,,,,,,,,,,,OR10J1,,,KDM1B,OFD1,,,,,,,
,,,,,,,,,,,OR10J3,,,KDM2A,DCTN3,,,,,,,
,,,,,,,,,,,OR10J4,,,KDM2B,KIF20A,,,,,,,
,,,,,,,,,,,OR10J5,,,KDM3B,BAG3,,,,,,,
,,,,,,,,,,,OR10J6P,,,KDM4A,ECD,,,,,,,
,,,,,,,,,,,OR10K1,,,KDM4B,EEF2,,,,,,,
,,,,,,,,,,,OR10K2,,,KDM4C,TTC27,,,,,,,
,,,,,,,,,,,OR10P1,,,KDM4D,MAPK3,,,,,,,
,,,,,,,,,,,OR10Q1,,,KDM4E,MAPK1,,,,,,,
,,,,,,,,,,,OR10R2,,,KDM5A,ADSL,,,,,,,
,,,,,,,,,,,OR10S1,,,KDM5B,CLIP1,,,,,,,
,,,,,,,,,,,OR10T2,,,KDM5C,DNAJA1,,,,,,,
,,,,,,,,,,,OR10V1,,,KDM5D,KIF5B,,,,,,,
,,,,,,,,,,,OR10W1,,,KDM6A,TTK,,,,,,,
,,,,,,,,,,,OR10X1,,,KDM6B,STAT3,,,,,,,
,,,,,,,,,,,OR10Z1,,,KDM7A,EIF1,,,,,,,
,,,,,,,,,,,OR11A1,,,KDM8,STAT6,,,,,,,
,,,,,,,,,,,OR11G2,,,KHDRBS2,CSNK1A1,,,,,,,
,,,,,,,,,,,OR11H1,,,KHDRBS3,CLK3,,,,,,,
,,,,,,,,,,,OR11H12,,,KLF1,ANXA11,,,,,,,
,,,,,,,,,,,OR11H2,,,KLF10,KPNA2,,,,,,,
,,,,,,,,,,,OR11H4,,,KLF11,PLK1,,,,,,,
,,,,,,,,,,,OR11H6,,,KLF12,PRKAG1,,,,,,,
,,,,,,,,,,,OR11H7,,,KLF13,NAP1L1,,,,,,,
,,,,,,,,,,,OR11L1,,,KLF14,BCAR1,,,,,,,
,,,,,,,,,,,OR12D1,,,KLF15,ACTR1A,,,,,,,
,,,,,,,,,,,OR12D2,,,KLF16,LARP4,,,,,,,
,,,,,,,,,,,OR12D3,,,KLF17,MARK2,,,,,,,
,,,,,,,,,,,OR13A1,,,KLF18,CDC20,,,,,,,
,,,,,,,,,,,OR13C2,,,KLF2,STRN3,,,,,,,
,,,,,,,,,,,OR13C3,,,KLF3,FLII,,,,,,,
,,,,,,,,,,,OR13C4,,,KLF4,ILK,,,,,,,
,,,,,,,,,,,OR13C5,,,KLF5,DCTN2,,,,,,,
,,,,,,,,,,,OR13C6P,,,KLF6,TP53BP2,,,,,,,
,,,,,,,,,,,OR13C7,,,KLF7,KEAP1,,,,,,,
,,,,,,,,,,,OR13C8,,,KLF8,DCTN1,,,,,,,
,,,,,,,,,,,OR13C9,,,KLF9,PCM1,,,,,,,
,,,,,,,,,,,OR13D1,,,KLHDC2,SKIV2L,,,,,,,
,,,,,,,,,,,OR13F1,,,KLHL15,UBE2S,,,,,,,
,,,,,,,,,,,OR13G1,,,KLLN,TPD52L1,,,,,,,
,,,,,,,,,,,OR13H1,,,KMT2A,CCDC88A,,,,,,,
,,,,,,,,,,,OR13J1,,,KMT2B,CEP55,,,,,,,
,,,,,,,,,,,OR14A16,,,KMT2C,SAMD4B,,,,,,,
,,,,,,,,,,,OR14A2,,,KMT2D,DCAF8,,,,,,,
,,,,,,,,,,,OR14C36,,,KMT5A,STRIP1,,,,,,,
,,,,,,,,,,,OR14I1,,,KMT5B,CKAP2L,,,,,,,
,,,,,,,,,,,OR14J1,,,KMT5C,ASPM,,,,,,,
,,,,,,,,,,,OR14K1,,,KNL1,EXOC6,,,,,,,
,,,,,,,,,,,OR14L1P,,,KNOP1,NEK7,,,,,,,
,,,,,,,,,,,OR1A1,,,KPNA7,LENG1,,,,,,,
,,,,,,,,,,,OR1A2,,,L3MBTL1,NRBF2,,,,,,,
,,,,,,,,,,,OR1B1,,,L3MBTL2,LTV1,,,,,,,
,,,,,,,,,,,OR1C1,,,L3MBTL3,PDLIM5,,,,,,,
,,,,,,,,,,,OR1D2,,,L3MBTL4,SCYL1,,,,,,,
,,,,,,,,,,,OR1D4,,,LARP7,SPAG5,,,,,,,
,,,,,,,,,,,OR1D5,,,LBX1,PFDN5,,,,,,,
,,,,,,,,,,,OR1E1,,,LBX2,VAT1,,,,,,,
,,,,,,,,,,,OR1E2,,,LCOR,S100A13,,,,,,,
,,,,,,,,,,,OR1E3,,,LCORL,GTPBP2,,,,,,,
,,,,,,,,,,,OR1F1,,,LDB1,NDEL1,,,,,,,
,,,,,,,,,,,OR1F12,,,LDB2,DDX24,,,,,,,
,,,,,,,,,,,OR1F2P,,,LDOC1,KLC2,,,,,,,
,,,,,,,,,,,OR1G1,,,LEF1,FAM83D,,,,,,,
,,,,,,,,,,,OR1I1,,,LEMD2,ECT2,,,,,,,
,,,,,,,,,,,OR1J1,,,LEMD3,PARVB,,,,,,,
,,,,,,,,,,,OR1J2,,,LEO1,ANLN,,,,,,,
,,,,,,,,,,,OR1J4,,,LEUTX,PARVA,,,,,,,
,,,,,,,,,,,OR1K1,,,LGALS12,NDE1,,,,,,,
,,,,,,,,,,,OR1L1,,,LGALS14,C9orf78,,,,,,,
,,,,,,,,,,,OR1L3,,,LHX1,MARK1,,,,,,,
,,,,,,,,,,,OR1L4,,,LHX2,CEP72,,,,,,,
,,,,,,,,,,,OR1L6,,,LHX3,CTTNBP2NL,,,,,,,
,,,,,,,,,,,OR1L8,,,LHX4,PFDN2,,,,,,,
,,,,,,,,,,,OR1M1,,,LHX5,HERC5,,,,,,,
,,,,,,,,,,,OR1N1,,,LHX6,DTX3L,,,,,,,
,,,,,,,,,,,OR1N2,,,LHX8,MACF1,,,,,,,
,,,,,,,,,,,OR1P1,,,LHX9,CEP131,,,,,,,
,,,,,,,,,,,OR1Q1,,,LIG1,EXOC7,,,,,,,
,,,,,,,,,,,OR1S1,,,LIG4,PARD3,,,,,,,
,,,,,,,,,,,OR1S2,,,LIN54,BAIAP2,,,,,,,
,,,,,,,,,,,OR2A1,,,LIN9,NOSIP,,,,,,,
,,,,,,,,,,,OR2A12,,,LLPH,TOPBP1,,,,,,,
,,,,,,,,,,,OR2A14,,,LMNA,TBCB,,,,,,,
,,,,,,,,,,,OR2A2,,,LMNB1,DNAJC2,,,,,,,
,,,,,,,,,,,OR2A25,,,LMNB2,NUSAP1,,,,,,,
,,,,,,,,,,,OR2A4,,,LMO1,PDCL3,,,,,,,
,,,,,,,,,,,OR2A5,,,LMO2,PFDN4,,,,,,,
,,,,,,,,,,,OR2A7,,,LMX1A,STRN4,,,,,,,
,,,,,,,,,,,OR2AE1,,,LMX1B,SPATS2L,,,,,,,
,,,,,,,,,,,OR2AG1,,,LPIN3,ARHGEF12,,,,,,,
,,,,,,,,,,,OR2AG2,,,LRIF1,CFAP97,,,,,,,
,,,,,,,,,,,OR2AJ1,,,LRRC10,WASF2,,,,,,,
,,,,,,,,,,,OR2AK2,,,LSM10,PCBP2,,,,,,,
,,,,,,,,,,,OR2AP1,,,LSM11,C2CD3,,,,,,,
,,,,,,,,,,,OR2AT4,,,LSM2,RANBP6,,,,,,,
,,,,,,,,,,,OR2B11,,,LSM3,SNAP29,,,,,,,
,,,,,,,,,,,OR2B2,,,LSM4,HSPB1,,,,,,,
,,,,,,,,,,,OR2B3,,,LSM5,RAB5C,,,,,,,
,,,,,,,,,,,OR2B6,,,LSM7,PTS,,,,,,,
,,,,,,,,,,,OR2B8P,,,LSM8,PRKCD,,,,,,,
,,,,,,,,,,,OR2C1,,,LTO1,RAB32,,,,,,,
,,,,,,,,,,,OR2C3,,,LUC7L2,NCOA4,,,,,,,
,,,,,,,,,,,OR2D2,,,LUC7L3,TOMM34,,,,,,,
,,,,,,,,,,,OR2D3,,,LUZP1,GLYCTK,,,,,,,
,,,,,,,,,,,OR2F1,,,LYL1,DUS2,,,,,,,
,,,,,,,,,,,OR2F2,,,LYRM1,REXO2,,,,,,,
,,,,,,,,,,,OR2G2,,,MAB21L1,NT5C3A,,,,,,,
,,,,,,,,,,,OR2G3,,,MACROD1,NAXE,,,,,,,
,,,,,,,,,,,OR2G6,,,MACROD2,NCK2,,,,,,,
,,,,,,,,,,,OR2H1,,,MAF,KIF5C,,,,,,,
,,,,,,,,,,,OR2H2,,,MAFA,EYA4,,,,,,,
,,,,,,,,,,,OR2I1P,,,MAFB,BCL10,,,,,,,
,,,,,,,,,,,OR2J1,,,MAFF,GNA12,,,,,,,
,,,,,,,,,,,OR2J2,,,MAFG,CALCOCO2,,,,,,,
,,,,,,,,,,,OR2J3,,,MAFK,STIL,,,,,,,
,,,,,,,,,,,OR2K2,,,MAGEA10,CEP78,,,,,,,
,,,,,,,,,,,OR2L13,,,MAGEA2,VPS13B,,,,,,,
,,,,,,,,,,,OR2L2,,,MAGOHB,ANKRD13A,,,,,,,
,,,,,,,,,,,OR2L3,,,MAJIN,CEP192,,,,,,,
,,,,,,,,,,,OR2L5,,,MAK16,WBP2,,,,,,,
,,,,,,,,,,,OR2L8,,,MAML1,ANKRD36,,,,,,,
,,,,,,,,,,,OR2M2,,,MAML2,IKBKB,,,,,,,
,,,,,,,,,,,OR2M3,,,MAML3,AXIN1,,,,,,,
,,,,,,,,,,,OR2M4,,,MAMLD1,CAPN5,,,,,,,
,,,,,,,,,,,OR2M5,,,MAMSTR,ASNA1,,,,,,,
,,,,,,,,,,,OR2M7,,,MATR3,CYTH3,,,,,,,
,,,,,,,,,,,OR2S2,,,MAU2,ZNRD2,,,,,,,
,,,,,,,,,,,OR2T1,,,MAX,ZPR1,,,,,,,
,,,,,,,,,,,OR2T10,,,MAZ,TULP3,,,,,,,
,,,,,,,,,,,OR2T11,,,MBD1,DUSP14,,,,,,,
,,,,,,,,,,,OR2T12,,,MBD2,C6orf47,,,,,,,
,,,,,,,,,,,OR2T2,,,MBD3,FTL,,,,,,,
,,,,,,,,,,,OR2T27,,,MBD3L1,ESRRA,,,,,,,
,,,,,,,,,,,OR2T29,,,MBD4,CCDC138,,,,,,,
,,,,,,,,,,,OR2T3,,,MBD5,PIK3R1,,,,,,,
,,,,,,,,,,,OR2T33,,,MBD6,KIF20B,,,,,,,
,,,,,,,,,,,OR2T34,,,MBTD1,TMOD1,,,,,,,
,,,,,,,,,,,OR2T35,,,MCIDAS,STAT5A,,,,,,,
,,,,,,,,,,,OR2T4,,,MCM10,PIK3CA,,,,,,,
,,,,,,,,,,,OR2T5,,,MCM2,USP11,,,,,,,
,,,,,,,,,,,OR2T6,,,MCM3,KIF5A,,,,,,,
,,,,,,,,,,,OR2T7,,,MCM4,MTMR3,,,,,,,
,,,,,,,,,,,OR2T8,,,MCM6,SHROOM2,,,,,,,
,,,,,,,,,,,OR2V1,,,MCM7,RFTN1,,,,,,,
,,,,,,,,,,,OR2V2,,,MCM8,DLGAP5,,,,,,,
,,,,,,,,,,,OR2W1,,,MCM9,PTPN14,,,,,,,
,,,,,,,,,,,OR2W3,,,MCMBP,CAMK4,,,,,,,
,,,,,,,,,,,OR2W5,,,MDC1,SHROOM1,,,,,,,
,,,,,,,,,,,OR2W6P,,,MDM4,ATG2A,,,,,,,
,,,,,,,,,,,OR2Y1,,,MEAF6,TKFC,,,,,,,
,,,,,,,,,,,OR2Z1,,,MECP2,RABGAP1L,,,,,,,
,,,,,,,,,,,OR3A1,,,MED1,NXN,,,,,,,
,,,,,,,,,,,OR3A2,,,MED10,PHLDB3,,,,,,,
,,,,,,,,,,,OR3A3,,,MED11,CAVIN1,,,,,,,
,,,,,,,,,,,OR3A4P,,,MED12,METTL7B,,,,,,,
,,,,,,,,,,,OR4A15,,,MED12L,NBEAL1,,,,,,,
,,,,,,,,,,,OR4A16,,,MED13,TBC1D9,,,,,,,
,,,,,,,,,,,OR4A47,,,MED13L,PRAG1,,,,,,,
,,,,,,,,,,,OR4A4P,,,MED14,BRSK2,,,,,,,
,,,,,,,,,,,OR4A5,,,MED16,UEVLD,,,,,,,
,,,,,,,,,,,OR4A8,,,MED17,SPICE1,,,,,,,
,,,,,,,,,,,OR4B1,,,MED18,MINDY1,,,,,,,
,,,,,,,,,,,OR4C11,,,MED19,APPL2,,,,,,,
,,,,,,,,,,,OR4C12,,,MED20,VPS37A,,,,,,,
,,,,,,,,,,,OR4C13,,,MED21,KIF18A,,,,,,,
,,,,,,,,,,,OR4C15,,,MED22,CHMP7,,,,,,,
,,,,,,,,,,,OR4C16,,,MED23,DEPDC1B,,,,,,,
,,,,,,,,,,,OR4C3,,,MED24,UFD1,,,,,,,
,,,,,,,,,,,OR4C45,,,MED25,ATG2B,,,,,,,
,,,,,,,,,,,OR4C46,,,MED26,RUNDC1,,,,,,,
,,,,,,,,,,,OR4C5,,,MED27,ENTR1,,,,,,,
,,,,,,,,,,,OR4C6,,,MED29,TRIM44,,,,,,,
,,,,,,,,,,,OR4D1,,,MED30,RAB3C,,,,,,,
,,,,,,,,,,,OR4D10,,,MED31,DEPDC7,,,,,,,
,,,,,,,,,,,OR4D11,,,MED4,FNBP1,,,,,,,
,,,,,,,,,,,OR4D2,,,MED6,MAP3K5,,,,,,,
,,,,,,,,,,,OR4D5,,,MED7,MAP3K3,,,,,,,
,,,,,,,,,,,OR4D6,,,MED8,RTKN,,,,,,,
,,,,,,,,,,,OR4D9,,,MED9,RACGAP1,,,,,,,
,,,,,,,,,,,OR4E1,,,MEF2A,BCAS3,,,,,,,
,,,,,,,,,,,OR4E2,,,MEF2B,SRA1,,,,,,,
,,,,,,,,,,,OR4F15,,,MEF2D,KCTD5,,,,,,,
,,,,,,,,,,,OR4F17,,,MEIS1,SEPTIN10,,,,,,,
,,,,,,,,,,,OR4F21,,,MEIS3,CALCOCO1,,,,,,,
,,,,,,,,,,,OR4F3,,,MEIS3P1,ANKIB1,,,,,,,
,,,,,,,,,,,OR4F4,,,MEIS3P2,IFT80,,,,,,,
,,,,,,,,,,,OR4F5,,,MEN1,RNF14,,,,,,,
,,,,,,,,,,,OR4F6,,,MEOX2,NRBP1,,,,,,,
,,,,,,,,,,,OR4K1,,,MESP1,FEZ2,,,,,,,
,,,,,,,,,,,OR4K13,,,MESP2,STRIP2,,,,,,,
,,,,,,,,,,,OR4K14,,,METTL1,L1RE1,,,,,,,
,,,,,,,,,,,OR4K15,,,METTL11B,SAMD4A,,,,,,,
,,,,,,,,,,,OR4K17,,,METTL14,KLHL20,,,,,,,
,,,,,,,,,,,OR4K2,,,METTL16,MAP3K2,,,,,,,
,,,,,,,,,,,OR4K3,,,METTL21C,RABGAP1,,,,,,,
,,,,,,,,,,,OR4K5,,,METTL22,KIF3A,,,,,,,
,,,,,,,,,,,OR4L1,,,MFAP1,HEBP2,,,,,,,
,,,,,,,,,,,OR4M1,,,MFSD10,CCDC61,,,,,,,
,,,,,,,,,,,OR4M2,,,MGA,GMIP,,,,,,,
,,,,,,,,,,,OR4N2,,,MGMT,CENPF,,,,,,,
,,,,,,,,,,,OR4N4,,,MICAL2,CDCA8,,,,,,,
,,,,,,,,,,,OR4N5,,,MIER2,TPX2,,,,,,,
,,,,,,,,,,,OR4P4,,,MIER3,TPX2,,,,,,,
,,,,,,,,,,,OR4Q2,,,MINDY3,GIPC1,,,,,,,
,,,,,,,,,,,OR4Q3,,,MIS18A,LGALS3,,,,,,,
,,,,,,,,,,,OR4S1,,,MIS18BP1,MCPH1,,,,,,,
,,,,,,,,,,,OR4S2,,,MITF,RAB8B,,,,,,,
,,,,,,,,,,,OR4X1,,,MIXL1,STOM,,,,,,,
,,,,,,,,,,,OR4X2,,,MKI67,RAP1A,,,,,,,
,,,,,,,,,,,OR51A2,,,MKX,RHOG,,,,,,,
,,,,,,,,,,,OR51A4,,,MLH1,RHEB,,,,,,,
,,,,,,,,,,,OR51A7,,,MLH3,DLG3,,,,,,,
,,,,,,,,,,,OR51B2,,,MLLT1,SPDL1,,,,,,,
,,,,,,,,,,,OR51B4,,,MLLT10,BCL2L12,,,,,,,
,,,,,,,,,,,OR51B5,,,MLLT3,PSMD4,,,,,,,
,,,,,,,,,,,OR51B6,,,MLLT6,PSMC3,,,,,,,
,,,,,,,,,,,OR51D1,,,MLXIPL,PDLIM1,,,,,,,
,,,,,,,,,,,OR51E1,,,MMS22L,WDR1,,,,,,,
,,,,,,,,,,,OR51F1,,,MNAT1,FLNA,,,,,,,
,,,,,,,,,,,OR51F2,,,MND1,ACTA1,,,,,,,
,,,,,,,,,,,OR51G1,,,MNS1,MYO18A,,,,,,,
,,,,,,,,,,,OR51G2,,,MNT,ABLIM1,,,,,,,
,,,,,,,,,,,OR51H1,,,MNX1,FLNB,,,,,,,
,,,,,,,,,,,OR51I1,,,MORC1,KIAA0754,,,,,,,
,,,,,,,,,,,OR51I2,,,MORC3,CDC42EP1,,,,,,,
,,,,,,,,,,,OR51J1,,,MORC4,SPTBN1,,,,,,,
,,,,,,,,,,,OR51L1,,,MORF4L1,SPTBN1,,,,,,,
,,,,,,,,,,,OR51M1,,,MORF4L2,CALD1,,,,,,,
,,,,,,,,,,,OR51Q1,,,MPHOSPH10,SPTAN1,,,,,,,
,,,,,,,,,,,OR51S1,,,MPHOSPH8,CTTN,,,,,,,
,,,,,,,,,,,OR51T1,,,MRE11,DNMBP,,,,,,,
,,,,,,,,,,,OR51V1,,,MRGBP,PALLD,,,,,,,
,,,,,,,,,,,OR52A1,,,MRNIP,AIF1L,,,,,,,
,,,,,,,,,,,OR52A4P,,,MRO,PDLIM7,,,,,,,
,,,,,,,,,,,OR52A5,,,MRTFB,RAI14,,,,,,,
,,,,,,,,,,,OR52B2,,,MSC,DBNL,,,,,,,
,,,,,,,,,,,OR52B4,,,MSGN1,TLN1,,,,,,,
,,,,,,,,,,,OR52B6,,,MSH2,AP3B1,,,,,,,
,,,,,,,,,,,OR52D1,,,MSH6,AP3D1,,,,,,,
,,,,,,,,,,,OR52E1,,,MSL1,STX16,,,,,,,
,,,,,,,,,,,OR52E2,,,MSL3,SYNGR2,,,,,,,
,,,,,,,,,,,OR52E4,,,MSL3P1,TOM1,,,,,,,
,,,,,,,,,,,OR52E5,,,MSX1,DNAJB1,,,,,,,
,,,,,,,,,,,OR52E6,,,MSX2,EPPK1,,,,,,,
,,,,,,,,,,,OR52E8,,,MTA2,BLOC1S1,,,,,,,
,,,,,,,,,,,OR52H1,,,MTA3,SYPL1,,,,,,,
,,,,,,,,,,,OR52I1,,,MTF1,RILPL1,,,,,,,
,,,,,,,,,,,OR52I2,,,MTF2,BORCS5,,,,,,,
,,,,,,,,,,,OR52J3,,,MTMR8,DOCK6,,,,,,,
,,,,,,,,,,,OR52K1,,,MTREX,HOMER3,,,,,,,
,,,,,,,,,,,OR52K2,,,MUS81,ACTR10,,,,,,,
,,,,,,,,,,,OR52L1,,,MUSTN1,CHMP5,,,,,,,
,,,,,,,,,,,OR52L2P,,,MXD1,DCTN4,,,,,,,
,,,,,,,,,,,OR52M1,,,MXD3,DCTN4,,,,,,,
,,,,,,,,,,,OR52N1,,,MXD4,RHOC,,,,,,,
,,,,,,,,,,,OR52N2,,,MXI1,CLTB,,,,,,,
,,,,,,,,,,,OR52N4,,,MYB,HSPA8,,,,,,,
,,,,,,,,,,,OR52N5,,,MYBL1,IGF2R,,,,,,,
,,,,,,,,,,,OR52P1P,,,MYBL2,ARL3,,,,,,,
,,,,,,,,,,,OR52R1,,,MYC,PIK3CB,,,,,,,
,,,,,,,,,,,OR52W1,,,MYCL,VAMP7,,,,,,,
,,,,,,,,,,,OR52Z1,,,MYCLP1,VAMP7,,,,,,,
,,,,,,,,,,,OR56A1,,,MYCN,IST1,,,,,,,
,,,,,,,,,,,OR56A3,,,MYCT1,ABCE1,,,,,,,
,,,,,,,,,,,OR56A4,,,MYEF2,AP1S1,,,,,,,
,,,,,,,,,,,OR56A5,,,MYF5,PTK2,,,,,,,
,,,,,,,,,,,OR56B1,,,MYF6,BECN1,,,,,,,
,,,,,,,,,,,OR56B2P,,,MYNN,SCYL2,,,,,,,
,,,,,,,,,,,OR56B4,,,MYOCD,BLOC1S2,,,,,,,
,,,,,,,,,,,OR5A1,,,MYOD1,AGTRAP,,,,,,,
,,,,,,,,,,,OR5A2,,,MYOG,ZC3HAV1,,,,,,,
,,,,,,,,,,,OR5AC1,,,MYOZ1,ZC3HAV1,,,,,,,
,,,,,,,,,,,OR5AC2,,,MYPOP,STX12,,,,,,,
,,,,,,,,,,,OR5AK2,,,MYSM1,HPS6,,,,,,,
,,,,,,,,,,,OR5AK3P,,,MYT1,PHACTR4,,,,,,,
,,,,,,,,,,,OR5AL1,,,MYT1L,TTC5,,,,,,,
,,,,,,,,,,,OR5AN1,,,MZF1,TGFBRAP1,,,,,,,
,,,,,,,,,,,OR5AP2,,,N4BP1,CKAP2,,,,,,,
,,,,,,,,,,,OR5AR1,,,N6AMT1,ZNF622,,,,,,,
,,,,,,,,,,,OR5AS1,,,NAB1,VTI1A,,,,,,,
,,,,,,,,,,,OR5AU1,,,NAB2,NMD3,,,,,,,
,,,,,,,,,,,OR5B12,,,NABP1,KIF16B,,,,,,,
,,,,,,,,,,,OR5B17,,,NABP2,AP1M1,,,,,,,
,,,,,,,,,,,OR5B2,,,NACC2,WWP1,,,,,,,
,,,,,,,,,,,OR5B21,,,NAIF1,PTPN23,,,,,,,
,,,,,,,,,,,OR5B3,,,NANOG,RABEP2,,,,,,,
,,,,,,,,,,,OR5C1,,,NANOGNB,PLEKHA1,,,,,,,
,,,,,,,,,,,OR5D13,,,NANOGP1,GEMIN8,,,,,,,
,,,,,,,,,,,OR5D14,,,NANOGP8,UVRAG,,,,,,,
,,,,,,,,,,,OR5D16,,,NAP1L2,SPAST,,,,,,,
,,,,,,,,,,,OR5D18,,,NAP1L3,FBXO5,,,,,,,
,,,,,,,,,,,OR5F1,,,NAP1L5,SNX7,,,,,,,
,,,,,,,,,,,OR5G3,,,NARF,AP3M1,,,,,,,
,,,,,,,,,,,OR5H1,,,NAT10,COMMD10,,,,,,,
,,,,,,,,,,,OR5H14,,,NAV2,SREBF2,,,,,,,
,,,,,,,,,,,OR5H15,,,NAV3,TMUB1,,,,,,,
,,,,,,,,,,,OR5H2,,,NBN,VEZT,,,,,,,
,,,,,,,,,,,OR5H6,,,NCAPD3,AAAS,,,,,,,
,,,,,,,,,,,OR5H8,,,NCAPG2,RAB30,,,,,,,
,,,,,,,,,,,OR5I1,,,NCAPH2,SCFD1,,,,,,,
,,,,,,,,,,,OR5J2,,,NCKIPSD,NBAS,,,,,,,
,,,,,,,,,,,OR5K1,,,NCOA1,SRP72,,,,,,,
,,,,,,,,,,,OR5K2,,,NCOA2,COMT,,,,,,,
,,,,,,,,,,,OR5K3,,,NCOA5,EMC2,,,,,,,
,,,,,,,,,,,OR5K4,,,NCOA6,RINT1,,,,,,,
,,,,,,,,,,,OR5L1,,,NCOA7,CDK5RAP3,,,,,,,
,,,,,,,,,,,OR5L2,,,NCOR1,SRP68,,,,,,,
,,,,,,,,,,,OR5M1,,,NCOR2,TMCO1,,,,,,,
,,,,,,,,,,,OR5M10,,,NDC1,DNM2,,,,,,,
,,,,,,,,,,,OR5M11,,,NDC80,NXF1,,,,,,,
,,,,,,,,,,,OR5M3,,,NDN,NXT1,,,,,,,
,,,,,,,,,,,OR5M8,,,NEDD8,TAOK2,,,,,,,
,,,,,,,,,,,OR5M9,,,NEIL2,TAOK2,,,,,,,
,,,,,,,,,,,OR5P2,,,NEIL3,XPO1,,,,,,,
,,,,,,,,,,,OR5P3,,,NEK11,TPM3,,,,,,,
,,,,,,,,,,,OR5R1,,,NELFA,TPM3,,,,,,,
,,,,,,,,,,,OR5T1,,,NELFB,TPM1,,,,,,,
,,,,,,,,,,,OR5T2,,,NELFCD,TPM1,,,,,,,
,,,,,,,,,,,OR5T3,,,NELFE,NPEPPS,,,,,,,
,,,,,,,,,,,OR5V1,,,NEMF,TPM4,,,,,,,
,,,,,,,,,,,OR5W2,,,NEMP1,STRN,,,,,,,
,,,,,,,,,,,OR6A2,,,NEMP2,PREPL,,,,,,,
,,,,,,,,,,,OR6B1,,,NEPRO,GPD1L,,,,,,,
,,,,,,,,,,,OR6B2,,,NEUROD2,PKP4,,,,,,,
,,,,,,,,,,,OR6B3,,,NEUROD4,TRIOBP,,,,,,,
,,,,,,,,,,,OR6C1,,,NEUROD6,NECAP2,,,,,,,
,,,,,,,,,,,OR6C2,,,NEUROG1,TNPO3,,,,,,,
,,,,,,,,,,,OR6C3,,,NEUROG2,SAC3D1,,,,,,,
,,,,,,,,,,,OR6C4,,,NEUROG3,KIF2A,,,,,,,
,,,,,,,,,,,OR6C6,,,NF1,CLIC1,,,,,,,
,,,,,,,,,,,OR6C65,,,NFE2L3,DDX3X,,,,,,,
,,,,,,,,,,,OR6C68,,,NFE4,KPNA4,,,,,,,
,,,,,,,,,,,OR6C70,,,NFIA,PPP6C,,,,,,,
,,,,,,,,,,,OR6C74,,,NFIB,DVL2,,,,,,,
,,,,,,,,,,,OR6C75,,,NFIC,IMPA2,,,,,,,
,,,,,,,,,,,OR6C76,,,NFIL3,HAT1,,,,,,,
,,,,,,,,,,,OR6F1,,,NFIX,SYNJ2,,,,,,,
,,,,,,,,,,,OR6J1,,,NFKBID,ARPC1B,,,,,,,
,,,,,,,,,,,OR6K2,,,NFKBIL1,ARPC2,,,,,,,
,,,,,,,,,,,OR6K3,,,NFKBIZ,ARPC3,,,,,,,
,,,,,,,,,,,OR6K6,,,NFRKB,MID1,,,,,,,
,,,,,,,,,,,OR6M1,,,NFX1,INPPL1,,,,,,,
,,,,,,,,,,,OR6N1,,,NFYA,HDAC3,,,,,,,
,,,,,,,,,,,OR6N2,,,NFYB,IPO8,,,,,,,
,,,,,,,,,,,OR6P1,,,NFYC,ARPC5,,,,,,,
,,,,,,,,,,,OR6Q1,,,NHEJ1,ARPC5,,,,,,,
,,,,,,,,,,,OR6S1,,,NHLH1,RBFOX2,,,,,,,
,,,,,,,,,,,OR6T1,,,NHLH2,TXNL1,,,,,,,
,,,,,,,,,,,OR6V1,,,NHP2,PPIH,,,,,,,
,,,,,,,,,,,OR6X1,,,NICN1,WIPF1,,,,,,,
,,,,,,,,,,,OR6Y1,,,NIFK,XPOT,,,,,,,
,,,,,,,,,,,OR7A10,,,NIP7,PRC1,,,,,,,
,,,,,,,,,,,OR7A17,,,NIPBL,ZNF207,,,,,,,
,,,,,,,,,,,OR7A2P,,,NKAP,AP1G1,,,,,,,
,,,,,,,,,,,OR7A5,,,NKAPL,SGTA,,,,,,,
,,,,,,,,,,,OR7C1,,,NKRF,NUDT21,,,,,,,
,,,,,,,,,,,OR7C2,,,NKX1-1,LANCL1,,,,,,,
,,,,,,,,,,,OR7D2,,,NKX1-2,SORBS3,,,,,,,
,,,,,,,,,,,OR7D4,,,NKX2-1,BUB1B,,,,,,,
,,,,,,,,,,,OR7E24,,,NKX2-2,EIF4E2,,,,,,,
,,,,,,,,,,,OR7G1,,,NKX2-3,EXOC3,,,,,,,
,,,,,,,,,,,OR7G2,,,NKX2-4,PQBP1,,,,,,,
,,,,,,,,,,,OR7G3,,,NKX2-5,EDF1,,,,,,,
,,,,,,,,,,,OR8A1,,,NKX2-6,KIN,,,,,,,
,,,,,,,,,,,OR8B12,,,NKX2-8,HUS1,,,,,,,
,,,,,,,,,,,OR8B2,,,NKX3-1,SRGAP2,,,,,,,
,,,,,,,,,,,OR8B3,,,NKX3-2,CPNE3,,,,,,,
,,,,,,,,,,,OR8B4,,,NKX6-1,TBCA,,,,,,,
